project_id,project_name,ownership_path_records,distinct_parent_entity_ids,distinct_immediate_owner_entity_ids,missing_ownership_share_records,missing_or_placeholder_capacity_records,distinct_reported_capacity_values,statuses_as_reported
P1996,Ozark Crude Oil Pipeline,7,7,1,0,0,1,operating
P2441,Seaway Oil Pipeline System,7,7,2,2,0,1,operating
P2515,Pony Express Oil Pipeline,7,7,1,6,7,0,operating
P2520,Cornerstone Oil Pipeline,7,7,1,0,0,1,operating
P2585,Pony Express Oil Pipeline,7,7,1,6,0,1,operating
P2593,Pony Express Oil Pipeline,7,7,1,6,0,1,operating
P2608,Sacagawea Oil Pipeline,7,7,2,7,0,1,operating
P2610,Seaway Oil Pipeline System,7,7,2,2,0,1,operating
P2611,Seaway Oil Pipeline System,7,7,2,2,0,1,operating
P2659,Western Corridor Oil Pipeline System,7,7,1,3,0,1,operating
P2662,Western Corridor Oil Pipeline System,7,7,1,3,0,1,cancelled
P2668,Ozark Crude Oil Pipeline,7,7,1,0,0,1,operating
P2725,Pony Express Oil Pipeline,7,7,1,6,0,1,operating
P3159,Keystone Port Neches Link Oil Pipeline,7,7,2,7,0,1,operating
P3183,Pony Express Oil Pipeline,7,7,1,6,0,1,cancelled
P3702,Amal-Ra's Lanuf Oil Pipeline,7,5,2,2,0,1,operating
P3728,Seaway Oil Pipeline System,7,7,2,2,0,1,operating
P3729,Seaway Oil Pipeline System,7,7,2,2,0,1,operating
P3746,Daqing–Harbin Oil Pipeline,7,7,1,0,7,0,retired
P3817,Daqing–Harbin Oil Pipeline,7,7,1,0,0,1,operating
P3863,Bluewater Texas (BWTX) Terminal Pipelines,7,7,1,1,7,0,proposed
P3864,Bluewater Texas (BWTX) Terminal Pipelines,7,7,1,1,7,0,proposed
P3865,Bluewater Texas (BWTX) Terminal Pipelines,7,7,1,1,7,0,proposed
P5125,Southwest Mleiha Pipeline,7,7,2,7,0,1,operating
P5138,Pavlodar-Shymkent Oil Pipeline,7,7,1,0,0,1,operating
P5141,Kenkiyak-Orsk Oil Pipeline,7,7,1,0,0,1,operating
P5142,Shymkent-Chardzhou Oil Pipeline,7,7,1,0,0,1,mothballed
P5166,Arbuckle Pipeline,7,7,2,1,0,1,operating
P5193,Kalamkas-Karazhanbas-Aktau Oil Pipeline,7,7,1,0,0,1,operating
P5194,Ozen-Zhetybay-Aktau Oil Pipeline,7,7,1,0,0,1,operating
P5201,Kumkol-Karakoin Oil Pipeline,7,7,1,0,0,1,operating
P5203,Kumkol-Karakoin Oil Pipeline,7,7,1,0,0,1,operating
P5286,Al-Ahdab–Tuba Oil Pipeline,7,7,2,5,0,1,operating
P5288,Al-Ahdab–Tuba Oil Pipeline,7,7,2,5,0,1,operating
P5482,Ozark Crude Oil Pipeline,7,7,1,0,0,1,operating
P5483,Ozark Crude Oil Pipeline,7,7,1,0,0,1,operating
P6089,Uran-Chakan-Shikrapur LPG Pipeline,7,7,1,0,0,1,operating
P6090,Mangalore-Hassan-Mysore-Yediyur LPG Pipeline,7,7,1,0,0,1,operating
P6091,Hassan-Cherlapalli LPG Pipeline,7,7,1,0,0,1,operating
P6166,Martyshi-Atyrau Oil Pipeline,7,7,1,0,0,1,operating
P6178,Cartagena-Puertollano Oil Pipeline,7,7,1,0,7,0,operating
P6268,Prorva-Kulsary Oil Pipeline,7,7,1,0,0,1,operating
P6279,Huaxian Oil Pipeline(Xianren Island-North Huajin),7,7,1,0,0,1,operating
P6282,Shymkent-Shagyr Oil Pipeline,7,7,1,0,0,1,operating
P6358,Cha-Ren Oil Pipeline,7,7,1,7,0,1,operating
P6362,Ozen-Zhetybay-Aktau Oil Pipeline,7,7,1,0,0,1,operating
P6382,Kenkiyak-Orsk Oil Pipeline,7,7,1,0,0,1,mothballed
P6384,Zhanazhol-Kenkiyak Oil Pipeline,7,7,1,0,0,1,operating
P6397,OPS 3-Koschagyl Oil Pipeline,7,7,1,0,0,1,operating
P6398,Komsomolsk-Makat Oil Pipeline,7,7,1,0,0,1,operating
P6399,Kasymov OPS-OPS 663 km-Atyrau Oil Pipeline,7,7,1,0,0,1,operating
P6402,Kumkol-Karakoin Oil Pipeline,7,7,1,0,0,1,operating
P6403,Chai Northwest Oil Pipeline,7,7,1,0,0,1,operating
P6405,Ozen-Zhetybay-Aktau Oil Pipeline,7,7,1,0,0,1,operating
P6428,Bozi-Yaha Condensate Pipeline,7,7,1,0,0,1,operating
P6430,Tarim Oilfield-Lanzhou Petrochemical Condensate Pipeline,7,7,1,0,0,1,operating
P6520,Arbuckle Pipeline,7,7,2,1,0,1,operating
P7268,Eskene-Kuryk Oil Pipeline,7,7,1,0,0,1,proposed
P7322,Overland Pass NGL Pipeline,7,7,1,1,0,1,operating
P7323,Overland Pass NGL Pipeline,7,7,1,1,7,0,operating
P7324,Overland Pass NGL Pipeline,7,7,1,1,7,0,operating
P0038,Bakken Express Oil Pipeline,6,6,1,0,0,1,cancelled
P0082,Galveston Block A244 Offshore Oil Pipelines,6,6,1,0,0,1,operating
P0085,Heavy Louisiana Sweet Crude Oil Pipeline System,6,6,1,0,0,1,operating
P0088,Hoover Offshore Oil Pipeline System (HOOPS),6,6,1,0,0,1,operating
P0095,Longhorn Oil Pipeline,6,6,1,0,0,1,operating
P0112,Pegasus Crude Oil Pipeline,6,6,1,0,0,1,retired
P0142,Wrangler Oil Pipeline,6,6,2,1,0,1,cancelled
P0348,Crane to Three Rivers Pipeline,6,6,1,0,0,1,cancelled
P0354,Delaware Express Pipeline,6,6,1,6,0,1,operating
P0357,Inland California Express,6,6,1,0,0,1,cancelled
P0358,Seahorse Pipeline,6,6,1,6,0,1,cancelled
P0363,Sweden Valley Project,6,6,1,0,6,0,cancelled
P0394,Redbud Pipeline System,6,6,1,0,6,0,operating
P0395,Delaware Connector Pipeline,6,6,1,0,0,1,operating
P0588,El Feel-El Sharara Oil Pipeline,6,6,2,0,0,1,operating
P0589,El Sharara-Mellitah Oil Pipeline,6,6,2,0,0,1,operating
P0601,Ramal-Abu-Attifel Oil Pipeline,6,6,2,0,0,1,operating
P0606,Wafa-Mellitah Oil Pipeline,6,6,2,0,0,1,operating
P0616,Edop-Qua Iboe Terminal Oil Pipeline,6,6,1,0,0,1,operating
P0619,Idoho-Qua Iboe Terminal Oil Pipeline,6,6,1,0,6,0,operating
P0623,Oso-Qua Iboe Terminal Oil Pipeline,6,6,1,0,6,0,operating
P0637,Bahrain Saudi Arabia Oil Pipeline,6,6,2,6,0,1,operating
P0666,Brent System Oil Pipeline,6,6,1,0,0,1,operating
P0813,Gorm Fredericia Oil Pipeline,6,6,1,0,6,0,operating
P0946,Mundra-Panipat Oil Pipeline,6,6,1,0,0,1,operating
P0951,Paradip-Haldia-Barauni Oil Pipeline (PHBPL),6,6,1,0,0,1,operating
P0952,Salaya–Mathura Oil Pipeline,6,6,1,0,0,1,operating
P0956,Vadinar-Bina Crude Oil Pipeline,6,6,2,0,0,1,operating
P1210,Longford to Long Island Point Oil Pipeline,6,6,1,0,0,1,retired
P1293,Beta Crude Connector,6,6,1,0,0,1,operating
P1302,Voyager Pipeline,6,6,2,6,0,1,shelved
P1310,Liberty Pipeline,6,6,1,0,0,1,cancelled
P2200,Île-de-France Oil Pipeline,6,6,1,0,0,1,operating
P2293,Chayanda-Eastern Siberia-Pacific Ocean Oil Pipeline,6,6,1,5,0,1,operating
P2572,North Line Crude Oil Pipeline,6,6,1,0,0,1,operating
P2677,Arbuckle II Y-Grade Pipeline,6,6,1,0,0,1,operating
P2685,Bluestem Y-Grade Pipeline,6,6,1,0,0,1,operating
P2688,Bakken NGL Pipeline,6,6,1,0,0,1,operating
P2690,Arbuckle II Y-Grade Pipeline,6,6,1,0,0,1,operating
P2695,Bakken NGL Pipeline,6,6,1,0,0,1,operating
P3128,OSPAR Pipeline,6,6,1,0,0,1,operating
P3129,ORBIG Pipeline,6,6,1,0,0,1,operating
P3130,OSDUC Pipeline,6,6,1,0,0,1,operating
P3131,ORBEL Pipeline,6,6,1,0,0,1,operating
P3164,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,6,0,1,proposed
P3592,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating
P3593,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating
P3668,Willow Oil Pipeline,6,6,1,0,0,1,proposed
P3835,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating
P3836,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating
P3837,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating
P3838,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating
P3839,Sand Hills NGL Pipeline,6,6,1,0,0,1,operating
P3840,West Texas LPG Pipeline,6,6,1,0,6,0,operating
P3841,West Texas LPG Pipeline,6,6,1,0,0,1,operating
P3842,West Texas LPG Pipeline,6,6,1,0,0,1,operating
P3857,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,6,0,1,proposed
P3858,Sea Port Oil Terminal (SPOT) Pipelines,6,6,2,6,0,1,proposed
P3869,Amerisur Binational Pipeline,6,6,1,6,0,1,operating
P3889,New Mundra–Panipat Oil Pipeline,6,6,1,0,0,1,construction
P5191,Mumbai High - Uran Trunk Oil Pipeline,6,6,1,0,0,1,operating
P5192,Bombay-Uran Trunk Oil Pipeline,6,6,1,0,0,1,operating
P5430,OSCAB Oil Pipeline,6,6,1,0,0,1,operating
P5431,OSVAT-30 Oil Pipeline,6,6,1,0,0,1,operating
P5432,OSVAT-34 Oil Pipeline,6,6,1,0,0,1,operating
P5433,OSCAN-22 Oil Pipeline,6,6,1,0,0,1,operating
P5434,OSVAT Oil Pipeline,6,6,1,0,0,1,operating
P5435,OSBAT Oil Pipeline,6,6,1,0,0,1,operating
P5436,ORSOL Oil Pipeline,6,6,1,0,0,1,operating
P5484,Black Coyote Pipeline System,6,6,1,0,6,0,operating
P6080,Parsian Sepehr-Asaluyeh NGLs Pipeline,6,6,1,0,0,1,operating
P6081,Panipat-Jalandhar LPG Pipeline,6,6,1,0,0,1,operating
P6267,Porto Marghera-Mantova Oil Pipeline,6,6,1,1,6,0,retired
P6283,Mazeikiai-Butinge Oil Pipeline,6,6,1,0,0,1,operating
P6296,Constanta-Ploesti Oil Pipeline,6,6,1,0,0,1,operating
P6431,OSBRA Pipeline,6,6,1,6,0,1,operating
P6445,NC 41–Mellitah Condensate NGL pipeline,6,6,2,0,6,0,proposed
P6470,Conway Line,6,6,1,6,6,0,operating
P6471,Conway Bushton System,6,6,1,6,6,0,operating
P6490,Cajun-Sibon NGL Pipeline,6,6,1,6,0,1,operating
P6497,Cajun-Sibon NGL Pipeline,6,6,1,6,6,0,operating
P6498,Cajun-Sibon NGL Pipeline,6,6,1,6,0,1,operating
P6499,Cajun-Sibon NGL Pipeline,6,6,1,6,0,1,cancelled
P6518,Black Lake Pipeline,6,6,1,0,0,1,operating
P6522,West Texas LPG Pipeline,6,6,1,0,0,1,construction
P7287,Elk Creek NGL Pipeline,6,6,1,0,0,1,operating
P7317,Elk Creek NGL Pipeline,6,6,1,0,0,1,construction
P0002,Athabasca Oil Pipeline,5,5,2,0,0,1,operating
P0019,Energy East Oil Pipeline,5,5,1,0,0,1,cancelled
P0022,Heartland Oil Pipeline,5,5,1,0,0,1,cancelled
P0024,Keystone Oil Pipeline,5,5,1,0,0,1,operating
P0025,Keystone XL Oil Pipeline,5,5,1,0,0,1,cancelled
P0034,Waupisoo Oil Pipeline,5,5,2,0,0,1,operating
P0035,Woodland Oil Pipeline,5,5,2,0,0,1,operating
P0137,Upland Oil Pipeline,5,5,1,0,0,1,cancelled
P0584,Aseida Gathering-Ra's Lanuf Oil Pipeline,5,5,2,2,0,1,operating
P0587,Dor Marada-Tibisti Oil Pipeline,5,5,2,0,0,1,operating
P0594,Hofra-Aseida Gathering Oil Pipeline,5,5,2,0,0,1,operating
P0605,Tibisti-Aseida Gathering Oil Pipeline,5,5,2,0,0,1,operating
P0645,Baku-Novorossiysk Oil Pipeline,5,5,2,3,0,1,operating
P0887,Apsara Oil Pipeline,5,5,2,1,0,1,operating
P1216,Taranaki Basin to New Plymouth Oil Pipeline,5,5,2,4,0,1,operating
P1226,Venezuela Colombia Oil Pipeline,5,5,2,5,0,1,cancelled
P1977,Dhahran-Bapco refinery Oil Pipeline,5,5,2,5,5,0,retired
P1980,Wafra field-Mina Saud Oil Pipelines,5,5,2,1,5,0,operating
P1981,Wafra field-Mina Saud Oil Pipelines,5,5,2,1,5,0,operating
P1982,Wafra field-Mina Saud Oil Pipelines,5,5,2,1,5,0,operating
P2095,Athabasca Oil Pipeline Twin,5,5,2,0,0,1,operating
P2104,Woodland Oil Pipeline,5,5,2,0,0,1,operating
P2257,Trans Niger Pipeline,5,5,1,5,0,1,operating
P2702,Al Khafji Joint Operations Offshore Pipeline,5,5,2,5,5,0,cancelled
P3687,Onal-Coucal Oil Pipeline,5,5,1,0,5,0,operating
P3705,Lineynoye Oil Field Pipeline,5,5,1,1,5,0,cancelled
P3709,Tomsk Oblast to Kiev-Eganskoya Oil Pipeline,5,5,1,1,5,0,operating
P3719,Tobruk-Alexandria Oil Pipeline,5,5,2,0,0,1,cancelled
P3843,Paradip Numaligarh Crude Pipeline (PNCPL),5,5,1,0,5,0,construction
P3845,Dhamra–Numaligarh Oil Pipeline,5,5,1,0,0,1,cancelled
P5136,Keystone Oil Pipeline,5,5,1,0,0,1,operating
P5156,Keystone Oil Pipeline,5,5,1,0,5,0,operating
P5157,Keystone Oil Pipeline,5,5,1,0,0,1,operating
P5232,Michurinsk–Kremenchug Oil Pipeline,5,5,2,5,0,1,mothballed
P5355,White Spruce Pipeline,5,5,1,0,5,0,operating
P5356,Enbridge Line 75 Oil Pipeline,5,5,2,0,0,1,operating
P5451,Loma Campana-Lago Pellegrini Oil Pipeline,5,5,2,0,0,1,operating
P6085,Urengoy-Purpe Oil and Condensate Pipeline,5,5,1,0,0,1,operating
P6086,Urengoy-Surgut Condensate Pipeline,5,5,1,0,0,1,operating
P6087,Urengoy-Surgut Condensate Pipeline,5,5,1,0,0,1,operating
P6098,Yamburg-Urengoy Condensate Pipeline,5,5,1,0,0,1,operating
P6099,Yamburg-Urengoy Condensate Pipeline,5,5,1,0,0,1,operating
P6100,Zapolyarnoye-Novy Urengoy Condensate Pipeline,5,5,1,0,0,1,operating
P6103,Surgut-Yuzhny Balyk NGL Pipeline,5,5,1,0,0,1,operating
P6106,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,0,0,1,proposed
P6107,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,0,0,1,operating
P6108,Vuktyl-Sosnogorsk Condensate Pipeline,5,5,1,0,0,1,operating
P6109,Zapadny Soplesk-Vuktyl Condensate Pipeline,5,5,1,0,0,1,operating
P6110,Orenburg-Salavat Condensate Pipeline,5,5,1,0,5,0,operating
P6111,Orenburg-Kazan Ethane Pipeline,5,5,1,0,0,1,operating
P6112,Pechoro-Kozhvniskoye-Zapadny Soplesk Condensate Pipeline,5,5,1,0,5,0,operating
P6114,Orenburg-Salavat Condensate Pipeline,5,5,1,0,5,0,operating
P6115,Orenburg-Salavat-Ufa Condensate Pipeline,5,5,1,0,5,0,operating
P6116,Orenburg-Salavat-Ufa Condensate Pipeline,5,5,1,0,5,0,operating
P6117,Orenburg-Shkapovo-Tuymazy Product Pipeline,5,5,1,0,0,1,operating
P6118,Orenburg-Shkapovo-Tuymazy Product Pipeline,5,5,1,0,5,0,operating
P6155,Kovykta-Okunaiskii Condensate Pipeline,5,5,1,0,0,1,operating
P6479,Tri-States NGL Pipeline,5,5,1,1,0,1,operating
P6495,Panola Pipeline,5,5,1,1,0,1,operating
P7187,Novy Port-Rostovtsevskoye-Bovanenkovo-Kharasavey Oil Pipeline,5,5,1,0,5,0,operating
P7256,Novoportovskoye-Novy Port Oil Pipeline,5,5,1,0,0,1,operating
P7263,Novoportovskoye-Novy Port Oil Pipeline,5,5,1,0,0,1,operating
P7266,Tambey-Kharasavey Condensate Pipeline,5,5,1,0,5,0,operating
P7267,Bovanenkovo-Kharasavey Condensate Pipeline,5,5,1,0,5,0,operating
P0039,Bakken-to-Cushing Oil Pipeline,4,4,1,1,0,1,cancelled
P0055,Constitution Oil and Gas Pipeline,4,4,1,1,0,1,operating
P0083,Glass Mountain Oil Pipeline,4,4,1,4,0,1,operating
P0343,Texas City Terminal Pipeline,4,4,1,1,0,1,cancelled
P0345,Powder River Basin Pipeline,4,4,1,4,4,0,operating
P0399,Oryx Pipeline System,4,4,1,4,0,1,operating
P0550,Mina Al Fahal-Sohar Oil Pipeline,4,4,1,0,0,1,operating
P0613,Bonny-Port Harcourt Refinery Pipeline,4,4,1,0,0,1,operating
P0617,Eni Kwale-Brass Oil Pipeline Network,4,4,1,0,4,0,operating
P0618,Escravos-Warri-Kaduna Oil Pipeline,4,4,1,0,4,0,operating
P0622,Ogoda-Brass Oil Pipeline,4,4,1,0,4,0,operating
P0628,Tebidaba-Brass Oil Pipeline,4,4,1,0,0,1,operating
P0654,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating
P0671,Monte Alpi Crude Oil Pipeline,4,4,1,0,0,1,operating
P0674,Odessa–Brody Oil Pipeline,4,2,2,0,0,1,idle
P0948,Naharkatiya-Barauni Crude Oil Pipeline,4,4,1,0,0,1,operating
P0949,Naharkatiya-Digboi Crude Oil Pipeline,4,4,1,0,0,1,operating
P1221,Petro Andina Pipeline,4,4,1,0,0,1,operating
P1222,Oiltanking Pipeline,4,4,2,0,0,1,operating
P1235,Ocensa Oil Pipeline,4,4,2,1,0,1,operating
P1379,Llanos Oil Pipeline,4,4,2,0,0,1,operating
P1493,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,retired
P1964,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,1,4,0,operating
P1965,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,1,4,0,operating
P1966,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,1,4,0,operating
P1995,Glass Mountain Oil Pipeline,4,4,1,4,0,1,operating
P2023,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating
P2024,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating
P2042,Oryx Pipeline System,4,4,1,4,0,1,operating
P2067,La Invernada Bajo del Choique Oil Pipeline,4,4,1,4,0,1,proposed
P2219,Rokan-Dumai Oil Pipeline,4,4,1,0,0,1,operating
P2397,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,operating
P2398,Eight-Three Oil Pipeline Network,4,4,1,0,4,0,retired
P2399,Eight-Three Oil Pipeline Network,4,4,1,0,4,0,retired
P2400,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,retired
P2401,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,retired
P2557,Loving County Oil Pipeline,4,4,1,1,0,1,operating
P2612,Seminole Red Pipeline,4,4,1,1,0,1,operating
P2672,Midland-to-ECHO Pipeline System,4,4,1,1,0,1,operating
P2676,Appalachia to Texas Express Ethane Pipeline (ATEX),4,4,1,1,0,1,operating
P2689,Appalachia to Texas Express Ethane Pipeline (ATEX),4,4,1,1,4,0,operating
P3210,Midland-to-ECHO Pipeline System,4,4,1,1,0,1,operating
P3211,Midland-to-ECHO Pipeline System,4,4,1,1,0,1,cancelled
P3212,Midland-to-ECHO Pipeline System,4,4,1,1,0,1,operating
P3595,Chaparral NGL System,4,4,1,1,0,1,mothballed
P3596,Quanah NGL Pipeline,4,4,1,1,0,1,operating
P3680,Appalachia to Texas Express Ethane Pipeline (ATEX),4,4,1,1,0,1,operating
P3730,Eight-Three Oil Pipeline Network,4,4,1,0,4,0,retired
P3731,Eight-Three Oil Pipeline Network,4,4,1,0,4,0,operating
P3732,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,operating
P3733,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,retired
P3740,Lianjiang–Maoming Oil Pipeline,4,3,1,3,0,1,operating
P3753,Pakistan–China Oil Pipeline,4,2,2,2,0,1,cancelled
P3820,Gudao Town–Dongying Oil Pipeline,4,3,1,3,0,1,operating
P3821,Gudao Town–Yong'an–Dongying Oil Pipeline,4,3,1,3,0,1,operating
P3831,Baymark Ethylene Pipeline,4,4,1,1,4,0,operating
P3851,Odessa–Brody Oil Pipeline,4,2,2,0,4,0,cancelled
P3852,Odessa–Brody Oil Pipeline,4,2,2,0,4,0,cancelled
P5169,Safiniyah-Kursaniyah Oil Pipelines,4,4,2,1,4,0,operating
P5204,Waidiao-Cezi Oil Pipeline,4,3,1,3,0,1,proposed
P5221,Waidiao-Cezi Oil Pipeline,4,3,1,3,0,1,proposed
P5241,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating
P6078,Jamnagar-Loni LPG Pipeline,4,4,1,0,0,1,operating
P6079,Vizag-Secunderabad LPG Pipeline,4,4,1,0,0,1,operating
P6088,Mumbai Uran LPG Pipeline,4,4,1,0,0,1,operating
P6102,Pakistan–China Oil Pipeline,4,2,2,2,4,0,cancelled
P6152,Campo Durán - Montecristo Pipeline,4,4,1,0,4,0,operating
P6263,Central European Line,4,4,1,0,4,0,operating
P6264,Central European Line,4,4,1,0,4,0,operating
P6265,Central European Line,4,4,1,0,4,0,mothballed
P6266,Central European Line,4,4,1,0,4,0,operating
P6269,Bohe New Port-Maoming Oil Pipeline,4,3,1,3,0,1,operating
P6281,Eight-Three Oil Pipeline Network,4,4,1,0,0,1,operating
P6310,Gudao Town–Yong'an–Dongying Oil Pipeline,4,3,1,3,0,1,operating
P6311,Gudao Town–Dongying Oil Pipeline,4,3,1,3,0,1,operating
P6333,Shengli Oil Field New Dongying Crude Oil Depot Pipeline,4,3,1,3,0,1,operating
P6349,Eastern Siberia–Pacific Ocean Oil Pipeline,4,4,2,1,0,1,operating
P6360,Tieshan Port-Shankou Oil Pipeline,4,3,1,3,0,1,operating
P6377,Chun guang Oilfield Export Oil Pipeline,4,3,1,3,0,1,operating
P6421,Yakela-Kuqa Oil Pipeline,4,3,1,3,0,1,operating
P6422,Yakela-Kuqa Oil Pipeline,4,3,1,3,0,1,operating
P6427,Tahe-Yakela Oil Pipeline,4,3,1,3,0,1,operating
P6429,Yakela-Yaha Condensate Pipeline,4,3,1,3,0,1,operating
P6462,Dalaoba-Valve Chamber Condenstate Pipeline,4,3,1,3,0,1,operating
P6463,Yakela Condensate Pipeline,4,3,1,3,0,1,operating
P6464,Northwest Oilfield Union Station One-Yakela Condenstate Pipeline,4,3,1,3,0,1,operating
P6465,Yakela Condensate Pipeline,4,3,1,3,0,1,operating
P6476,Dixie Pipeline,4,4,1,1,4,0,operating
P6478,Wuqi-Yan'an Refinery Oil Pipeline,4,4,1,0,0,1,operating
P6485,Ras Markaz-Duqm Refinery Oil Pipeline,4,4,2,1,4,0,operating
P6488,Aegis Pipeline System,4,4,1,1,0,1,operating
P6496,San Jacinto Pipeline,4,4,1,1,0,1,operating
P6506,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6507,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6508,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6509,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6510,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6511,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6512,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6513,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6514,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6515,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6516,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6517,Mid-America Pipeline System,4,4,1,1,4,0,operating
P6521,Bahia Pipeline,4,4,1,1,4,0,construction
P6545,Borger Express Pipeline,4,4,1,4,0,1,operating
P7368,Glass Mountain Oil Pipeline,4,4,1,4,4,0,operating
P7398,Chunliang-Shengli Petrochemical Oil Pipeline,4,3,1,3,0,1,operating
P7399,Dongxin-Shida Technology Oil Pipeline,4,3,1,3,0,1,operating
P0001,Alberta Clipper Oil Pipeline,3,3,1,0,0,1,operating
P0004,Bakken Expansion Pipeline,3,3,1,0,0,1,operating
P0005,Cochin Pipeline System,3,3,1,0,0,1,operating
P0008,Enbridge Line 10 Oil Pipeline,3,3,1,0,0,1,operating
P0009,Enbridge Line 11 Oil Pipeline,3,3,1,0,0,1,operating
P0010,Enbridge Line 1 Oil Pipeline,3,3,1,0,0,1,operating
P0011,Enbridge Line 2 Oil Pipeline,3,3,1,0,0,1,operating
P0012,Enbridge Line 3 Oil Pipeline,3,3,1,0,0,1,retired
P0013,Enbridge Line 4 Oil Pipeline,3,3,1,0,0,1,operating
P0014,Enbridge Line 5 Pipeline,3,3,1,0,0,1,operating
P0015,Enbridge Line 6 Oil Pipeline,3,3,1,0,0,1,operating
P0016,Enbridge Line 65 Oil Pipeline,3,3,1,0,0,1,operating
P0017,Enbridge Line 7 Oil Pipeline,3,3,1,0,0,1,operating
P0018,Enbridge Line 9 Oil Pipeline,3,3,1,0,0,1,operating
P0020,Express Oil Pipeline System,3,3,1,0,0,1,operating
P0023,Horizon Crude Oil Pipeline,3,3,1,0,0,1,operating
P0027,Norman Wells Oil Pipeline,3,3,1,0,0,1,operating
P0043,Inch Oil Pipelines,3,3,1,0,0,1,retired
P0067,Enbridge Line 14/64 Oil Pipeline,3,3,1,0,0,1,operating
P0068,Enbridge Line 17 Oil Pipeline,3,3,1,0,0,1,operating
P0069,Enbridge Line 61 Oil Pipeline,3,3,1,0,0,1,operating
P0070,Enbridge Line 79 Oil Pipeline,3,3,1,0,0,1,operating
P0075,Flanagan South Oil Pipeline,3,3,1,0,0,1,operating
P0092,Karnes North Pipeline System,3,3,1,3,0,1,operating
P0101,Monarch Oil Pipeline,3,3,1,0,0,1,cancelled
P0116,Platte Crude Oil Pipeline,3,3,1,0,0,1,operating
P0118,Portland-Montreal Pipe Line,3,3,1,0,0,1,operating
P0125,Sandpiper Crude Oil Pipeline,3,3,1,3,0,1,cancelled
P0133,Southern Lights Pipeline,3,3,1,0,0,1,operating
P0134,Spearhead Oil Pipeline,3,3,1,0,0,1,operating
P0365,Big Foot Oil Pipeline,3,3,1,0,0,1,operating
P0391,Peace Pipeline,3,3,1,0,3,0,operating
P0545,Iraqi Pipeline in Saudi Arabia (IPSA),3,3,1,0,0,1,mothballed
P0551,East-West Crude Oil Pipeline,3,3,1,0,0,1,operating
P0552,Trans-Arabian Oil Pipeline,3,3,1,0,0,1,retired
P0576,Buzurgan-Fao Oil Pipeline,3,3,2,3,0,1,operating
P0634,Mile 32-Mesaieed Oil Pipelines,3,2,2,0,3,0,operating
P0635,Umm Bab-Mile 32 oil pipeline,3,2,2,0,3,0,operating
P0642,Upper Zakum-Zirku Island Oil Pipeline,3,3,2,1,3,0,operating
P0651,Baltic Pipeline System 1,3,3,1,0,0,1,operating
P0652,Baltic Pipeline System 2,3,3,1,0,0,1,operating
P0656,Kuyumba-Taishet Oil Pipeline,3,3,1,0,0,1,operating
P0657,Purpe-Samotlor Oil Pipeline,3,3,1,0,0,1,operating
P0659,Tikhoretsk-Tuapse 2 Oil Pipeline,3,3,1,0,0,1,operating
P0661,Zapolyarye-Purpe Oil Pipeline,3,3,1,0,0,1,operating
P0670,Ingolstadt Kralupy Litvínov Oil Pipeline,3,3,1,0,0,1,operating
P0676,Pomeranian Crude Oil Pipeline,3,3,2,0,0,1,operating
P1233,Upper Magdalena Oil Pipeline,3,3,1,0,0,1,operating
P1234,Trasandino Oil Pipeline,3,3,1,0,0,1,operating
P1237,Caño Limón–Coveñas Oil Pipeline,3,3,1,0,0,1,operating
P1896,Abqaiq-Yanbu NGL pipeline,3,3,1,0,0,1,operating
