project_id,project_name,ownership_path_records,distinct_parent_entities,distinct_immediate_owners,statuses_as_reported,valid_reported_capacity_path_records,missing_or_placeholder_capacity_path_records,distinct_reported_capacity_values
P0653,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P2020,Druzhba Oil Pipeline,101,52,11,cancelled,101,0,1
P2021,Druzhba Oil Pipeline,101,52,11,cancelled,101,0,1
P2022,Druzhba Oil Pipeline,101,52,11,cancelled,0,101,0
P5133,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5134,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5137,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5146,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5188,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5189,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5190,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5207,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5322,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5323,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5324,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5325,Druzhba Oil Pipeline,101,52,11,idle,101,0,1
P5326,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5327,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5329,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5330,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P5331,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P6307,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P7279,Druzhba Oil Pipeline,101,52,11,idle,101,0,1
P7280,Druzhba Oil Pipeline,101,52,11,operating,101,0,1
P3678,Chayvo-De-Kastri Oil Pipeline,56,56,4,operating,56,0,1
P3720,Chayvo-De-Kastri Oil Pipeline,56,56,4,operating,0,56,0
P3721,Chayvo-De-Kastri Oil Pipeline,56,56,4,operating,0,56,0
P0667,Burgas-Alexandroupolis Oil Pipeline,47,47,5,proposed,47,0,1
P0060,Diamond Oil Pipeline,45,15,4,operating,45,0,1
P0646,Caspian Pipeline,45,45,9,operating,45,0,1
P2044,Caspian Pipeline,45,45,9,operating,45,0,1
P2525,Diamond Oil Pipeline,45,15,4,cancelled,45,0,1
P3172,Diamond Oil Pipeline,45,15,4,cancelled,0,45,0
P0679,Transalpine Oil Pipeline,41,41,1,operating,41,0,1
P5167,Transalpine Oil Pipeline,41,41,1,proposed,41,0,1
P6261,Transalpine Oil Pipeline,41,41,1,operating,0,41,0
P0643,Baku-Supsa Oil Pipeline,39,39,1,idle,39,0,1
P2019,Baku-Supsa Oil Pipeline,39,39,1,idle,39,0,1
P3708,Suzun–Vankor Oil Pipeline,34,34,1,operating,0,34,0
P0677,Rostock-Schwedt Oil Pipeline,33,33,1,operating,33,0,1
P6331,Rostock-Schwedt Oil Pipeline,33,33,1,proposed,0,33,0
P0073,EPIC Oil Pipeline,32,32,3,operating,32,0,1
P0344,Wink to Webster Pipeline,32,32,6,operating,32,0,1
P5464,Angostura-Guayaguayare Oil Pipeline,32,31,3,operating,32,0,1
P0046,Cactus II Oil Pipeline,31,27,2,operating,31,0,1
P0662,Samsun–Ceyhan Pipeline,31,31,3,cancelled,31,0,1
P2623,Cactus II Oil Pipeline,31,27,2,operating,31,0,1
P3594,Shin Oak NGL Pipeline,31,31,2,operating,0,31,0
P4277,Shin Oak NGL Pipeline,31,31,2,cancelled,31,0,1
P0673,North-West Oil Pipeline Network,30,29,2,operating,30,0,1
P1209,Moomba to Port Bonython Oil Pipeline,30,30,3,operating,30,0,1
P3102,North-West Oil Pipeline Network,30,29,2,operating,30,0,1
P3156,Blue Marlin Offshore Port (BMOP) Oil Pipeline,30,15,2,proposed,30,0,1
P3675,Vostok Oil Pipeline,30,30,1,construction,30,0,1
P7155,Vostok Oil Pipeline,30,30,1,proposed,30,0,1
P7156,Vostok Oil Pipeline,30,30,1,proposed,30,0,1
P7160,Vostok Oil Pipeline,30,30,1,construction,30,0,1
P7348,Blue Marlin Offshore Port (BMOP) Oil Pipeline,30,15,2,proposed,30,0,1
P7227,Satah-Zirku Island Oil Pipeline,29,29,3,operating,29,0,1
P7228,Umm Al Dalkh-Upper Zakum Oil Pipeline,29,29,3,operating,0,29,0
P7229,Bida Al Qemzan-Bu Hasa Oil Pipeline,29,29,3,operating,0,29,0
P1214,Lycium to Moomba Oil Pipeline,28,28,2,operating,28,0,1
P1215,Growler to Lycium Oil Pipeline,28,28,2,operating,28,0,1
P0139,White Cliffs Oil Pipeline,27,27,5,operating,27,0,1
P0660,Vankor-Purpe Pipeline,27,27,1,operating,27,0,1
P2632,White Cliffs Oil Pipeline,27,27,5,operating,27,0,1
P2633,White Cliffs Oil Pipeline,27,27,5,operating,27,0,1
P2634,White Cliffs Oil Pipeline,27,27,5,operating,27,0,1
P3711,Danilovsky–Verkhnechonskoye Oil Pipeline,27,27,1,operating,0,27,0
P7205,Jackson to Moonie Oil Pipeline,27,27,2,retired,27,0,1
P0122,Red River Oil Pipeline,26,16,3,operating,26,0,1
P1009,Iwafune-Oki Oil Pipeline,26,26,1,operating,26,0,1
P2598,Red River Oil Pipeline,26,16,3,operating,26,0,1
P1292,Pikka Pipeline System,25,25,2,construction,25,0,1
P5149,Edvard Grieg Pipeline,25,25,3,operating,0,25,0
P0672,Ninian Crude Oil Pipeline,24,24,4,operating,24,0,1
P3883,Bauer to Lycium Oil Pipeline,24,24,1,operating,24,0,1
P7159,HGCP-Kutubu Condensate Pipeline,24,24,1,operating,0,24,0
P0644,Baku-Tbilisi-Ceyhan Pipeline,22,22,1,operating,22,0,1
P1077,Kutubu Oil Pipeline,22,22,1,operating,22,0,1
P1212,Westernport–Altona–Geelong (WAG) Oil Pipeline,22,22,1,operating,22,0,1
P1213,Jackson to Moomba Oil Pipeline,22,22,1,operating,0,22,0
P2076,Moomba to Sydney Ethane Pipeline,22,22,1,operating,22,0,1
P5437,Tarbat to Jackson Oil Pipeline,22,22,1,operating,0,22,0
P7206,Moonie to Brisbane Oil Pipeline,22,22,1,retired,0,22,0
P6133,Pelyatka-Dudinka Condensate Pipeline,21,21,1,operating,21,0,1
P2682,Front Range Y-Grade Pipeline,20,20,1,operating,20,0,1
P2692,Front Range Y-Grade Pipeline,20,20,1,operating,0,20,0
P5150,Johan Svedrup Oil Pipeline,20,20,4,operating,20,0,1
P0072,Energy Transfer Crude Oil Pipeline (ETCOP),19,19,4,operating,19,0,1
P0102,Niobrara Falls Oil Pipeline,19,19,1,cancelled,19,0,1
P1240,Oldelval Oil Pipeline,19,18,2,operating,19,0,1
P2034,Oldelval Oil Pipeline,19,18,2,construction,19,0,1
P2642,Big Spring Gateway Oil Pipeline System,19,19,1,operating,19,0,1
P2656,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,operating,19,0,1
P2657,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,operating,19,0,1
P5447,Vaca Muerta Sur Oil Pipeline,19,16,2,construction,19,0,1
P5459,Oldelval Oil Pipeline,19,18,2,operating,19,0,1
P5460,Oldelval Oil Pipeline,19,18,2,operating,19,0,1
P5461,Oldelval Oil Pipeline,19,18,2,operating,19,0,1
P5462,Oldelval Oil Pipeline,19,18,2,operating,19,0,1
P5478,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,operating,19,0,1
P5479,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,operating,19,0,1
P5480,South Texas Crude Oil Pipeline System (NuStar Energy),19,19,1,operating,19,0,1
P6127,Oldelval Oil Pipeline,19,18,2,proposed,19,0,1
P6138,Oldelval Oil Pipeline,19,18,2,proposed,0,19,0
P6484,Corpus Christi Chemical Pipeline,19,19,1,operating,0,19,0
P6486,Houston 12-inch Pipeline,19,19,1,operating,19,0,1
P6491,Laredo Product Pipeline,19,19,1,operating,19,0,1
P6493,Dos Países (Burgos) Products Pipeline,19,19,1,operating,19,0,1
P7162,Oldelval Oil Pipeline,19,18,2,proposed,0,19,0
P7163,Oldelval Oil Pipeline,19,18,2,proposed,0,19,0
P7183,Vaca Muerta Sur Oil Pipeline,19,16,2,proposed,19,0,1
P5205,Jintang-Cezi Oil Pipeline,18,18,1,construction,18,0,1
P5206,Cezi-Mamu Oil Pipeline,18,18,1,operating,18,0,1
P5222,Jintang-Cezi Oil Pipeline,18,18,1,construction,18,0,1
P5223,Jintang-Cezi Oil Pipeline,18,18,1,construction,18,0,1
P5224,Cezi-Mamu Oil Pipeline,18,18,1,operating,18,0,1
P6286,Mamu-Yushan Oil Pipeline,18,18,1,operating,18,0,1
P6287,Mamu-Yushan Oil Pipeline,18,18,1,operating,18,0,1
P6351,Zhoushan-Ningbo Petrochemical Base Interconnected Pipeline,18,18,1,proposed,18,0,1
P0045,Cactus Oil Pipeline,17,10,2,operating,17,0,1
P0066,Eastern Gulf Crude Access Pipeline Project (EGCAP),17,17,2,cancelled,17,0,1
P0074,Eugene Island Oil Pipeline,17,17,5,operating,17,0,1
P0590,El Sharara-Zawiya Oil Pipeline,17,17,5,operating,17,0,1
P2507,Cactus Oil Pipeline,17,10,2,operating,17,0,1
P2508,Cactus Oil Pipeline,17,10,2,operating,17,0,1
P5202,Karachaganak-Atyrau Oil Pipeline,17,17,1,operating,17,0,1
P6119,Karachaganak-Orenburg Condensate Pipeline,17,17,1,operating,0,17,0
P6120,Karachaganak-Orenburg Condensate Pipeline,17,17,1,operating,0,17,0
P6121,Karachaganak-Orenburg Condensate Pipeline,17,17,1,operating,0,17,0
P6122,Karachaganak-Orenburg Condensate Pipeline,17,17,1,operating,0,17,0
P6123,Karachaganak-Orenburg Condensate Pipeline,17,17,1,operating,0,17,0
P0042,Bayou Bridge Oil Pipeline,16,16,2,operating,16,0,1
P0051,Capline Oil Pipeline,16,16,1,operating,16,0,1
P0057,Dakota Access Oil Pipeline (DAPL),16,16,1,operating,16,0,1
P0062,Double Eagle Pipeline,16,8,3,operating,16,0,1
P0104,Permian Longview and Louisiana Extension (PELA) Oil Pipeline,16,16,2,operating,16,0,1
P0111,Advantage Oil Pipeline,16,16,2,operating,16,0,1
P0113,Permian Express Oil Pipeline,16,16,1,operating,16,0,1
P0123,Saddlehorn Oil Pipeline,16,16,1,operating,16,0,1
P0131,South Texas Crude Oil Pipeline System (Enterprise),16,12,2,operating,16,0,1
P0342,Permian to Gulf Coast Pipeline,16,16,2,cancelled,16,0,1
P0663,Adria Oil Pipeline,16,10,2,operating,16,0,1
P2452,Mariner East 2 NGL Pipeline,16,16,2,operating,16,0,1
P2504,Bayou Bridge Oil Pipeline,16,16,2,operating,16,0,1
P2513,Capline Oil Pipeline,16,16,1,operating,16,0,1
P2527,South Texas Crude Oil Pipeline System (Enterprise),16,12,2,operating,0,16,0
P2580,Permian Longview and Louisiana Extension (PELA) Oil Pipeline,16,16,2,operating,16,0,1
P2581,Permian Express Oil Pipeline,16,16,1,operating,16,0,1
P2595,South Texas Crude Oil Pipeline System (Enterprise),16,12,2,operating,16,0,1
P2596,South Texas Crude Oil Pipeline System (Enterprise),16,12,2,operating,0,16,0
P2609,Saddlehorn Oil Pipeline,16,16,1,operating,16,0,1
P2660,Permian Express Oil Pipeline,16,16,1,operating,16,0,1
P2661,Permian Express Oil Pipeline,16,16,1,operating,16,0,1
P3179,Dakota Access Oil Pipeline (DAPL),16,16,1,operating,16,0,1
P3727,Double Eagle Pipeline,16,8,3,operating,0,16,0
P3832,Capline Oil Pipeline,16,16,1,operating,16,0,1
P3872,Mariner East 2 NGL Pipeline,16,16,2,operating,0,16,0
P5148,Norpipe Oil Pipeline,16,16,5,operating,16,0,1
P5152,Gjøa Oil Pipeline,16,16,4,operating,0,16,0
P5168,Adria Oil Pipeline,16,10,2,cancelled,16,0,1
P0044,BridgeTex Oil Pipeline,15,15,2,operating,15,0,1
P0052,Centurion Oil Pipeline,15,15,1,operating,15,0,1
P0065,Eaglebine Express Crude Oil Pipeline,15,15,1,operating,15,0,1
P0097,Mid-Valley Oil Pipeline,15,15,1,operating,15,0,1
P0119,Poseidon Oil Pipeline,15,15,3,operating,15,0,1
P0398,Delaware Basin Pipeline,15,15,1,operating,15,0,1
P0534,Nembe Creek Trunk Line,15,15,4,operating,15,0,1
P0607,Waha-Samah Oil Pipeline,15,15,4,operating,15,0,1
P0678,NATO Pipeline System,15,15,2,operating,15,0,1
P0797,NATO Pipeline System,15,15,2,operating,0,15,0
P0820,NATO Pipeline System,15,15,2,operating,0,15,0
P0821,NATO Pipeline System,15,15,2,operating,0,15,0
P0822,NATO Pipeline System,15,15,2,operating,0,15,0
P0823,NATO Pipeline System,15,15,2,operating,0,15,0
P0824,NATO Pipeline System,15,15,2,idle,0,15,0
P0825,NATO Pipeline System,15,15,2,operating,0,15,0
P0826,NATO Pipeline System,15,15,2,operating,0,15,0
P1993,BridgeTex Oil Pipeline,15,15,2,operating,15,0,1
P2111,Red Oak Oil Pipeline,15,15,2,cancelled,15,0,1
P2195,NATO Pipeline System,15,15,2,operating,0,15,0
P2506,BridgeTex Oil Pipeline,15,15,2,operating,15,0,1
P2624,Ted Collins Link Pipeline,15,15,1,operating,15,0,1
P2639,Utopia Ethane Pipeline,15,15,5,operating,15,0,1
P2664,STACK Oil Pipeline,15,15,1,operating,15,0,1
P2665,STACK Oil Pipeline,15,15,1,operating,15,0,1
P2681,Revolution Y-Grade Pipeline System,15,15,1,operating,15,0,1
P2687,Lone Star Express Y-Grade Pipeline,15,15,1,operating,15,0,1
P2694,Lone Star Express Y-Grade Pipeline,15,15,1,operating,15,0,1
P3154,Augustus Oil Pipeline,15,15,1,operating,15,0,1
P3849,Trans-Panama Gateway NGL Pipeline,15,15,1,shelved,0,15,0
P5143,NATO Pipeline System,15,15,2,idle,15,0,1
P6151,Loma La Lata - Bahía Blanca Pipeline,15,15,1,operating,15,0,1
P6547,Granite Wash Pipeline,15,15,1,operating,0,15,0
P0528,Chad–Cameroon Oil Pipeline,14,14,3,operating,14,0,1
P0540,Uganda–Kenya Crude Oil Pipeline (UKCOP),14,14,3,cancelled,0,14,0
P5445,Sierras Blancas-Allen Oil Pipeline,14,14,3,operating,14,0,1
P6504,Hobbs East Gathering System,14,10,3,operating,14,0,1
P6505,Hobbs East Gathering System,14,10,3,operating,0,14,0
P0007,Corridor Oil Pipeline,13,13,1,operating,13,0,1
P0053,Cold Lake Pipeline System,13,13,1,operating,13,0,1
P0530,Sumed Oil Pipeline,13,13,1,operating,13,0,1
P0531,Lamu Port-South Sudan (LAPSSET) Pipeline,13,13,3,proposed,13,0,1
P0538,Lamu Port-South Sudan (LAPSSET) Pipeline,13,13,3,proposed,13,0,1
P0541,East African Crude Oil Pipeline (EACOP),13,13,1,proposed,13,0,1
P0585,Bahi Gathering-Sidra Oil Pipelines,13,13,4,operating,13,0,1
P0586,Dahra-Bahi Gathering Oil Pipeline,13,13,4,operating,13,0,1
P0591,Faregh-Gialo Oil Pipeline,13,13,4,operating,13,0,1
P0592,Gialo-Waha Oil Pipeline,13,13,4,operating,13,0,1
P0602,Sabah-Zella Oil Pipeline,13,13,3,operating,13,0,1
P0603,Samah-Dahra Oil Pipeline,13,13,4,operating,13,0,1
P0608,Waha-Zaggut Oil Pipeline,13,13,4,operating,13,0,1
P0609,Zaggut-Samah Oil Pipeline,13,13,4,operating,13,0,1
P0610,Zaggut-Sidra Oil Pipeline,13,13,4,operating,13,0,1
P0611,Zella-Hofra Oil Pipeline,13,13,3,operating,13,0,1
P0798,Oseberg Transport System,13,13,6,operating,13,0,1
P1236,Colombia Oil Pipeline,13,13,5,operating,13,0,1
P2268,Brody-Adamowo Oil Pipeline,13,13,5,proposed,13,0,1
P3716,Bahi Gathering-Sidra Oil Pipelines,13,13,4,operating,13,0,1
P3850,Odessa-Brody Oil Pipeline,13,13,5,cancelled,0,13,0
P5121,Sumed Oil Pipeline,13,13,1,operating,13,0,1
P5153,Vestprosess,13,13,7,operating,0,13,0
P5154,Serbia-Hungary Oil Pipeline,13,13,2,proposed,13,0,1
P5422,Jaguar-Santiago Oil Pipeline,13,13,1,operating,13,0,1
P6259,Quintero-Concón LPG Pipeline,13,13,1,operating,13,0,1
P6260,Concón-Maipú LPG Pipeline,13,13,1,operating,13,0,1
P0021,Grand Rapids Oil Pipeline,12,12,2,operating,12,0,1
P0050,Cameron Highway Oil Pipeline System (CHOPS),12,12,1,operating,12,0,1
P0064,Eagle Ford JV Pipeline System,12,12,2,operating,12,0,1
P0107,Odyssey Oil Pipeline,12,12,2,operating,12,0,1
P0350,Ace Pipeline,12,12,3,cancelled,12,0,1
P0397,Viking Pipeline,12,12,1,operating,12,0,1
P0546,Kirkuk-Baniyas Oil Pipelines,12,12,3,mothballed,12,0,1
P0675,Pan-European Oil Pipeline,12,12,4,cancelled,12,0,1
P0680,Troll Oil Pipeline,12,12,5,operating,12,0,1
P1211,Longford to Long Island Point Replacement Oil Pipeline,12,12,2,operating,12,0,1
P1444,Northeast Thailand Oil Pipeline,12,12,1,operating,12,0,1
P2075,Hastings to Altona Ethane Pipeline,12,12,2,operating,12,0,1
P2483,Northeast Thailand Oil Pipeline,12,12,1,proposed,12,0,1
P2528,Eagle Ford JV Pipeline System,12,12,2,operating,12,0,1
P2683,Texas Express Y-Grade Pipeline,12,12,1,operating,12,0,1
P2693,Texas Express Y-Grade Pipeline,12,12,1,operating,12,0,1
P3868,Brae-Forties Oil Pipeline System,12,12,1,operating,12,0,1
P3888,Cameron Highway Oil Pipeline System (CHOPS),12,12,1,operating,12,0,1
P5275,Kirkuk-Baniyas Oil Pipelines,12,12,3,mothballed,12,0,1
P5277,Kirkuk-Baniyas Oil Pipelines,12,12,3,proposed,12,0,1
P5278,Kirkuk-Baniyas Oil Pipelines,12,12,3,proposed,12,0,1
P5279,Kirkuk-Baniyas Oil Pipelines,12,12,3,proposed,12,0,1
P6124,Yurkharovskoye-Purovsk Condensate Pipeline,12,12,1,operating,12,0,1
P6128,Yurkharovskoye-Purovsk Condensate Pipeline,12,12,1,operating,12,0,1
P6129,Khancheyskoye-East-Tarkosalinskoye-Purovsk Condensate Pipeline,12,12,1,operating,12,0,1
P6130,Khancheyskoye-East-Tarkosalinskoye-Purovsk Condensate Pipeline,12,12,1,operating,12,0,1
P6140,Kharbeyskoye Field Condensate Pipeline,12,12,1,operating,12,0,1
P6158,Termokarstovoye-East-Tarkosalinskoye Condensate Pipeline,12,12,1,operating,12,0,1
P6159,East Tazovskoye-North Russkoye Condensate Pipeline,12,12,1,operating,0,12,0
P6160,North Russkoye Condensate Pipeline,12,12,1,operating,12,0,1
P7417,Dongying United Petroleum Chemical Oil Pipeline Renovation Project,12,10,1,proposed,0,12,0
P0030,SEKCO Oil Pipeline,11,11,1,operating,11,0,1
P0047,Caddo Oil Pipeline,11,11,1,operating,11,0,1
P0124,Grand Mesa Oil Pipeline,11,11,1,operating,11,0,1
P0127,Shenzi Oil Pipeline,11,11,1,operating,11,0,1
P1238,Bicentenario Oil Pipeline,11,8,4,operating,11,0,1
P1239,Trans-Andean Oil Pipeline,11,11,3,operating,11,0,1
P1443,Map Ta Phut-Si Racha Oil Pipeline,11,11,1,operating,11,0,1
P1445,Si Racha-Saraburi Oil Pipeline,11,11,1,operating,11,0,1
P2032,Bicentenario Oil Pipeline,11,8,4,cancelled,11,0,1
P2652,Cushing Connect Oil Pipeline,11,11,1,operating,11,0,1
P2675,EPIC NGL Pipeline,11,11,3,operating,11,0,1
P2679,BANGL Pipeline,11,11,1,operating,11,0,1
P3551,Camisea NGL Pipeline,11,11,1,operating,11,0,1
P3828,Ambassador Pipeline,11,11,1,operating,0,11,0
P3829,Ambassador Pipeline,11,11,1,operating,0,11,0
P3830,Ambassador Pipeline,11,11,1,construction,0,11,0
P5399,Velásquez-Galán Oil Pipeline,11,10,1,operating,11,0,1
P6125,Purovsk-Yuzhny Balyk-Tobolsk Product Pipeline,11,10,1,operating,11,0,1
P6126,Purovsk-Yuzhny Balyk-Tobolsk Product Pipeline,11,10,1,operating,11,0,1
P6134,Nizhnevartovsk-Yuzhny Balyk Product Pipeline,11,10,1,construction,11,0,1
P6135,Nizhnevartovsk-Yuzhny Balyk Product Pipeline,11,10,1,construction,11,0,1
P6136,Gubkinsky-Yuzhny Balyk Product Pipeline,11,10,1,operating,0,11,0
P6139,Gubkinsky-Yuzhny Balyk Product Pipeline,11,10,1,construction,11,0,1
P6523,BANGL Pipeline,11,11,1,construction,11,0,1
P6525,EPIC NGL Pipeline,11,11,3,construction,11,0,1
P7204,Nizhnevartovsk-Yuzhny Balyk Product Pipeline,11,10,1,operating,0,11,0
P0041,Basin Oil Pipeline,10,10,1,operating,10,0,1
P0071,Endymion Oil Pipeline,10,10,1,operating,10,0,1
P0110,Plains West Coast Pipeline,10,10,1,operating,10,0,1
P0351,Sunrise Pipeline System,10,10,1,operating,10,0,1
P0360,Iron Horse Pipeline,10,10,1,operating,10,0,1
P0537,Greater Nile Oil Pipeline,10,10,1,operating,10,0,1
P0572,Mleiha-El Hamra Oil Pipeline,10,10,2,operating,10,0,1
P0771,Grane Oil Pipeline,10,10,4,operating,10,0,1
P1303,Delaware Crossing Pipeline,10,10,2,operating,10,0,1
P1316,Wascana Pipeline,10,10,1,operating,10,0,1
P2550,Keystone HoustonLink Oil Pipeline,10,10,2,operating,0,10,0
P2621,Sunrise Pipeline System,10,10,1,operating,10,0,1
P2644,Blacktip Station Loop Pipeline,10,10,1,operating,10,0,1
P2645,Avalon Oil Pipeline,10,10,1,operating,0,10,0
P2646,Avalon Oil Pipeline,10,10,1,operating,10,0,1
P2648,State Line Oil Pipeline,10,10,1,operating,10,0,1
P2666,Pinon Oil Pipeline,10,10,1,operating,10,0,1
P2669,Basin Oil Pipeline,10,10,1,operating,10,0,1
P2670,Basin Oil Pipeline,10,10,1,operating,10,0,1
P2736,Cactus III Oil Pipeline,10,10,1,cancelled,10,0,1
P3688,Abu Gharadig-El Hamra Oil Pipeline,10,9,2,operating,10,0,1
P3827,Powder River Express Pipeline,10,10,1,operating,10,0,1
P3879,Tuba–Fao Oil Pipelines,10,10,3,operating,10,0,1
P5151,Kvitebjørn Oil Pipeline,10,10,4,operating,0,10,0
P5256,Tuba–Fao Oil Pipelines,10,10,3,operating,10,0,1
P6341,Co-Ed System NGL pipeline,10,10,1,operating,10,0,1
P0031,Southern Access Extension Pipeline,9,9,1,operating,9,0,1
P0077,Gray Oak Oil Pipeline,9,9,1,operating,9,0,1
P0099,Minnesota Pipeline System,9,9,1,operating,9,0,1
P0135,Trans-Alaska Oil Pipeline System,9,9,3,operating,9,0,1
P0575,Badra-PS-2 Oil Pipeline,9,9,3,operating,9,0,1
P0649,Uzen-Atyrau-Samara (UAS) Pipeline,9,9,2,operating,9,0,1
P1300,Swordfish Pipeline,9,9,2,cancelled,9,0,1
P2697,Key Access Pipeline System (KAPS),9,9,2,operating,0,9,0
P2741,Minnesota Pipeline System,9,9,1,cancelled,9,0,1
P2742,Minnesota Pipeline System,9,9,1,cancelled,9,0,1
P5175,Greater Kittiwake Area-Forties Oil Pipeline,9,9,2,operating,9,0,1
P5289,Badra-PS-2 Oil Pipeline,9,9,3,operating,0,9,0
P5453,Anticlinal Grande-Caleta Córdova Oil Pipeline,9,9,1,operating,9,0,1
P6339,Lyttelton to Woolston LPG Pipeline,9,9,1,operating,0,9,0
P6502,Skelly–Belvieu Pipeline,9,9,1,operating,9,0,1
P0036,Amberjack Oil Pipeline,8,8,1,operating,8,0,1
P0048,Caesar Oil Pipeline,8,8,1,operating,8,0,1
P0080,NST Express Oil Pipeline,8,8,1,operating,8,0,1
P0096,Mars Crude Oil Pipeline,8,8,1,operating,8,0,1
P0120,Proteus Oil Pipeline,8,8,1,operating,8,0,1
P0595,Intisar-Zueitina Oil Pipeline,8,8,2,operating,8,0,1
P0612,Azuzuama-Tebidaba Oil Pipeline,8,8,2,operating,0,8,0
P0615,Clough Creek-Tebidaba Oil Pipeline,8,8,2,operating,0,8,0
P0620,Kwale-Ogoda Oil Pipeline,8,8,2,operating,0,8,0
P0648,Kazakhstan-China Oil Pipeline,8,8,1,operating,8,0,1
P0809,Rotterdam Rhine Pipeline,8,8,1,operating,8,0,1
P0939,Mangala Development Pipeline,8,8,2,operating,8,0,1
P1074,Karachi-Mahmoodkot (KMK) Pipeline,8,8,1,operating,8,0,1
P2647,Point Thomson Oil Export Pipeline,8,8,1,operating,8,0,1
P2678,Grand Prix Y-Grade Pipeline,8,8,1,operating,8,0,1
P2691,Grand Prix Y-Grade Pipeline,8,8,1,operating,8,0,1
P3670,Mundra Bhatinda Pipeline,8,8,1,operating,8,0,1
P3692,Petroshahd Oil Pipeline,8,8,3,operating,8,0,1
P3694,Amberjack Oil Pipeline,8,8,1,operating,0,8,0
P3822,Grand Prix Y-Grade Pipeline,8,8,1,operating,8,0,1
P3823,Grand Prix Y-Grade Pipeline,8,8,1,operating,8,0,1
P3824,Grand Prix Y-Grade Pipeline,8,8,1,operating,8,0,1
P3834,Plantation Pipeline,8,8,1,operating,8,0,1
P3861,Louisiana Offshore Oil Port (LOOP) Pipeline,8,8,1,operating,8,0,1
P3862,LOCAP Pipeline,8,8,1,operating,8,0,1
P5128,Rotterdam Rhine Pipeline,8,8,1,operating,8,0,1
P5129,Rotterdam Rhine Pipeline,8,8,1,operating,8,0,1
P5140,Shymkent-Jizzakh Oil Pipeline,8,8,2,cancelled,8,0,1
P5197,Kazakhstan-China Oil Pipeline,8,8,1,operating,8,0,1
P5198,Kenkiyak-Atyrau Oil Pipeline,8,8,1,operating,8,0,1
P5225,Abu-Attifel- Zueitina Oil Pipeline,8,8,2,operating,0,8,0
P6092,Mundra-Mithi Rohar LPG Pipeline,8,8,1,operating,8,0,1
P6444,North Hamada-El Feel Oil Pipeline,8,8,3,operating,8,0,1
P6480,EZ Line,8,8,1,operating,8,0,1
P6500,Dow Gulf Coast Pipeline System,8,8,1,operating,0,8,0
P6524,Daytona NGL Pipeline,8,8,1,construction,8,0,1
P7277,Kazakhstan-China Oil Pipeline,8,8,1,proposed,8,0,1
P7278,Kenkiyak-Atyrau Oil Pipeline,8,8,1,proposed,8,0,1
P0063,Double H Pipeline,7,7,1,operating,7,0,1
P0076,Freedom Oil Pipeline,7,7,1,cancelled,7,0,1
P0086,High Plains Crude Oil Pipeline,7,7,1,operating,7,0,1
P0094,Kinder Morgan Crude Condensate (KMCC) Pipeline,7,7,1,operating,7,0,1
P0100,Mississippian Lime Crude Oil Pipeline,7,7,1,operating,7,0,1
P0109,Ozark Crude Oil Pipeline,7,7,1,operating,7,0,1
P0114,Pilgrim Oil Pipeline,7,7,1,cancelled,7,0,1
P0117,Pony Express Oil Pipeline,7,7,1,operating,7,0,1
P0126,Seaway Oil Pipeline System,7,7,2,operating,7,0,1
P0364,Palmetto Pipeline,7,7,1,cancelled,7,0,1
P0563,East Kokongo-Malongo Oil Pipeline,7,7,1,operating,0,7,0
P0565,Lianzi-BBLT Oil Pipeline,7,7,1,operating,7,0,1
P0567,Numbi-Malongo Oil Pipeline,7,7,1,operating,7,0,1
P0568,South Nemba-East Kokongo Oil Pipeline,7,7,1,operating,0,7,0
P0569,Tombua Landana-East Kokongo Oil Pipeline,7,7,1,operating,7,0,1
P0583,Amal-Ra's Lanuf Oil Pipeline,7,5,2,operating,7,0,1
P0624,Pennington Oilfield-Pennington Export Terminal Oil Pipeline,7,7,1,operating,7,0,1
P0668,CLH Pipeline System (CLH-PS),7,7,1,operating,0,7,0
P0816,Extremadura Pipeline,7,7,1,cancelled,0,7,0
P1218,Barrow Island Oil Pipeline,7,7,1,operating,7,0,1
P1298,North Bakken Pipeline,7,7,1,cancelled,7,0,1
